positives: 36669 samples
negatives: 1016412 samples
positives:
training 29337, test 3666, validation 3666
negatives:
training 1009080, test 3666, validation 3666
input shape is = [30 22  1]
0, DaTa, val=0.9637102594758339, test=0.9637102594758339
1, DaTa, val=0.9753359411575799, test=0.9753359411575799
2, DaTa, val=0.9762038641752748, test=0.9762038641752748
3, DaTa, val=0.9745926502333857, test=0.9745926502333857
4, DaTa, val=0.9622730840215257, test=0.9622730840215257
5, DaTa, val=0.9756479306310417, test=0.9756479306310417
6, DaTa, val=0.9769095794533688, test=0.9769095794533688
7, DaTa, val=0.9639422611877952, test=0.9639422611877952
8, DaTa, val=0.9755570050082012, test=0.9755570050082012
9, DaTa, val=0.963557575860393, test=0.963557575860393
10, DaTa, val=0.9760046760473335, test=0.9760046760473335
11, DaTa, val=0.9768369208030385, test=0.9768369208030385
12, DaTa, val=0.965138580470962, test=0.965138580470962
13, DaTa, val=0.9643219612314574, test=0.9643219612314574
14, DaTa, val=0.9634458906231724, test=0.9634458906231724
15, DaTa, val=0.9626876438477581, test=0.9626876438477581
16, DaTa, val=0.9760252496436639, test=0.9760252496436639
17, DaTa, val=0.9759237953991933, test=0.9759237953991933
18, DaTa, val=0.9769681379355093, test=0.9769681379355093
19, DaTa, val=0.9746263195004359, test=0.9746263195004359
20, DaTa, val=0.9763099316673854, test=0.9763099316673854
21, DaTa, val=0.9765481835858268, test=0.9765481835858268
22, DaTa, val=0.9642933144517571, test=0.9642933144517571
23, DaTa, val=0.9630711386596402, test=0.9630711386596402
24, DaTa, val=0.9632946951521315, test=0.9632946951521315
25, DaTa, val=0.9764171524714061, test=0.9764171524714061
26, DaTa, val=0.9655277674351742, test=0.9655277674351742
27, DaTa, val=0.9745400071252354, test=0.9745400071252354
28, DaTa, val=0.9647460079782398, test=0.9647460079782398
29, DaTa, val=0.9764068842750462, test=0.9764068842750462
30, DaTa, val=0.9761466078194846, test=0.9761466078194846
31, DaTa, val=0.9750462738501182, test=0.9750462738501182
32, DaTa, val=0.9619807380541441, test=0.9619807380541441
33, DaTa, val=0.9763133543995055, test=0.9763133543995055
34, DaTa, val=0.9775308053331524, test=0.9775308053331524
35, DaTa, val=0.9751676692295489, test=0.9751676692295489
36, DaTa, val=0.976767536070388, test=0.976767536070388
37, DaTa, val=0.974963533021478, test=0.974963533021478
38, DaTa, val=0.9759698906719835, test=0.9759698906719835
39, DaTa, val=0.9764736275513864, test=0.9764736275513864
40, DaTa, val=0.9657231979985053, test=0.9657231979985053
41, DaTa, val=0.9754189052078804, test=0.9754189052078804
42, DaTa, val=0.9772514434256608, test=0.9772514434256608
43, DaTa, val=0.9767000487218478, test=0.9767000487218478
44, DaTa, val=0.9624547864527668, test=0.9624547864527668
45, DaTa, val=0.9629693867862896, test=0.9629693867862896
46, DaTa, val=0.976041879657334, test=0.976041879657334
47, DaTa, val=0.9758294470442327, test=0.9758294470442327
48, DaTa, val=0.9772056085781405, test=0.9772056085781405
49, DaTa, val=0.9770807904665898, test=0.9770807904665898
50, DaTa, val=0.9747385627918065, test=0.9747385627918065
51, DaTa, val=0.9762527869224251, test=0.9762527869224251
52, DaTa, val=0.9765136586357466, test=0.9765136586357466
53, DaTa, val=0.9634746862173125, test=0.9634746862173125
54, DaTa, val=0.9746162745257358, test=0.9746162745257358
55, DaTa, val=0.9752489963210094, test=0.9752489963210094
56, DaTa, val=0.9656573476088048, test=0.9656573476088048
57, DaTa, val=0.9748990963689573, test=0.9748990963689573
58, DaTa, val=0.9634586886650124, test=0.9634586886650124
59, DaTa, val=0.975707530814262, test=0.975707530814262
60, DaTa, val=0.9751091107474087, test=0.9751091107474087
61, DaTa, val=0.9577204782657998, test=0.9577204782657998
62, DaTa, val=0.9659009568470864, test=0.9659009568470864
63, DaTa, val=0.9777795486696138, test=0.9777795486696138
64, DaTa, val=0.9761550530389546, test=0.9761550530389546
65, DaTa, val=0.9619111300998335, test=0.9619111300998335
66, DaTa, val=0.976393007328516, test=0.976393007328516
67, DaTa, val=0.9762032317139049, test=0.9762032317139049
68, DaTa, val=0.9662456854973482, test=0.9662456854973482
69, DaTa, val=0.9763553200715857, test=0.9763553200715857
70, DaTa, val=0.9639971365125456, test=0.9639971365125456
71, DaTa, val=0.9632432053558911, test=0.9632432053558911
72, DaTa, val=0.9767126607456377, test=0.9767126607456377
73, DaTa, val=0.9760980199048244, test=0.9760980199048244
74, DaTa, val=0.9758891588382831, test=0.9758891588382831
75, DaTa, val=0.9650365681723413, test=0.9650365681723413
76, DaTa, val=0.9764453528077862, test=0.9764453528077862
77, DaTa, val=0.9754290989970205, test=0.9754290989970205
78, DaTa, val=0.9764106790432661, test=0.9764106790432661
79, DaTa, val=0.9762125698200149, test=0.9762125698200149
80, DaTa, val=0.9634534801596124, test=0.9634534801596124
81, DaTa, val=0.9776023850787927, test=0.9776023850787927
82, DaTa, val=0.9758432123799329, test=0.9758432123799329
83, DaTa, val=0.9636042291873333, test=0.9636042291873333
84, DaTa, val=0.976254647102925, test=0.976254647102925
85, DaTa, val=0.9655708120119444, test=0.9655708120119444
86, DaTa, val=0.9636452647691636, test=0.9636452647691636
87, DaTa, val=0.9754697997463607, test=0.9754697997463607
88, DaTa, val=0.9652693139565028, test=0.9652693139565028
89, DaTa, val=0.9772479090827108, test=0.9772479090827108
90, DaTa, val=0.9765800298759869, test=0.9765800298759869
91, DaTa, val=0.9625855199383075, test=0.9625855199383075
92, DaTa, val=0.9762828846429153, test=0.9762828846429153
93, DaTa, val=0.9774725444798921, test=0.9774725444798921
