auc,acc,0.9764887438809442,0.9440682955549013,seq,ss_iupred_short
auc,acc,0.9625447766043568,0.9291500090212427,seq,
auc,acc,0.9644836994693404,0.9210213945891537,seq,
auc,acc,0.9639057960665802,0.9166152297568063,seq,
auc,acc,0.9666155904788455,0.9363954912778828,seq,iupred_long
auc,acc,0.9646962615170808,0.9218475504952187,seq,
auc,acc,0.96290351867051,0.9259593379357498,seq,
auc,acc,0.9779864993202947,0.9410770414122518,seq,ss_iupred_long
auc,acc,0.9756111565457434,0.9510763766891089,seq,ss_iupred_long
auc,acc,0.9783208288483529,0.9416373080611925,seq,ss
auc,acc,0.9623330022309889,0.920812481601413,seq,
auc,acc,0.9766617088536205,0.9500887880197898,seq,ss_iupred_short
auc,acc,0.9784855319622346,0.9503451812320168,seq,ss
auc,acc,0.9632816439671794,0.9269279345152744,seq,
auc,acc,0.9757562952774216,0.9427768334488685,seq,
auc,acc,0.9769381879258798,0.9563941618315971,seq,ss_iupred_short
auc,acc,0.9668995759402713,0.9227116905808731,seq,iupred_long
auc,acc,0.9635541605140171,0.9263201876418472,seq,
auc,acc,0.9599417932523794,0.9196064838994559,seq,ss
auc,acc,0.9777626159630447,0.9545994093460074,seq,
auc,acc,0.9783895363285967,0.9501457642891735,seq,ss
auc,acc,0.9787384801012761,0.9484174841178649,seq,
auc,acc,0.9638244039426487,0.9232244770053273,seq,
auc,acc,0.9673141516401073,0.9302325581395349,seq,ss_iupred_short
auc,acc,0.9749448699057951,0.9434700447263714,seq,ss_iupred_long
auc,acc,0.9767335844755913,0.9428148176284578,seq,ss
auc,acc,0.9691119694176449,0.9185429268709583,seq,iupred_long
auc,acc,0.9757522656587827,0.9463093621506643,seq,ss
auc,acc,0.9672344194023752,0.9236517990257058,seq,
auc,acc,0.9635022639103333,0.9350280608126715,seq,iupred_short
auc,acc,0.9592396426039849,0.9192836183729477,seq,
auc,acc,0.9673618495502443,0.9207650013769265,seq,iupred_long
auc,acc,0.9787894092207647,0.954428480537856,seq,ss_iupred_short
auc,acc,0.967465434768638,0.9293304338742914,seq,ss_iupred_short
auc,acc,0.9771725337994563,0.943992327195723,seq,ss
auc,acc,0.9770034374216972,0.9477812491097458,seq,ss_iupred_short
auc,acc,0.9628956580291556,0.9237752476093707,seq,ss
auc,acc,0.968561509824543,0.9198059008422992,seq,ss_iupred_short
auc,acc,0.963764999607934,0.9244779549317709,seq,ss_iupred_short
auc,acc,0.9670458230519016,0.9208599618258995,seq,ss_iupred_long
auc,acc,0.9653906642407263,0.9211543392177158,seq,ss_iupred_short
auc,acc,0.975251794538261,0.9465942434975833,seq,iupred_short
auc,acc,0.9641594768635562,0.9171660003608497,seq,
auc,acc,0.9759085499157408,0.9342114009515037,seq,iupred_short
auc,acc,0.962551632189314,0.9252946147929387,seq,ss
auc,acc,0.9779137528283616,0.9397191069919378,seq,ss
auc,acc,0.9776117917521212,0.9452837893017558,seq,ss_iupred_long
auc,acc,0.9630571634802945,0.925304110837836,seq,
auc,acc,0.9751799846676432,0.9479996581423837,seq,ss
auc,acc,0.9783744712175544,0.9455211904241884,seq,ss_iupred_long
auc,acc,0.9663995717885431,0.9166152297568063,seq,ss_iupred_short
auc,acc,0.9766225975334504,0.9393012810164566,seq,ss_iupred_long
auc,acc,0.967914198488349,0.9402413894612893,seq,iupred_long
auc,acc,0.9691407121519928,0.9280294757233613,seq,iupred_short
auc,acc,0.9674435717728056,0.9299001965681294,seq,iupred_short
auc,acc,0.9680655742055199,0.9190652093403098,seq,iupred_short
auc,acc,0.971019453742804,0.9399944922939596,seq,ss_iupred_short
auc,acc,0.979312429029801,0.9538397257542234,seq,ss
auc,acc,0.9742911860558094,0.9466986999914535,seq,ss_iupred_short
auc,acc,0.9668544315979899,0.9298812044783348,seq,ss_iupred_long
auc,acc,0.9760117151305934,0.9394817058695053,seq,ss_iupred_long
auc,acc,0.9756304619481273,0.9366139003105207,seq,ss_iupred_short
auc,acc,0.9767552341149923,0.9475628400771079,seq,
auc,acc,0.9643697805535977,0.9172324726751309,seq,
auc,acc,0.9639069460443269,0.9221229357972405,seq,
auc,acc,0.9648334631211369,0.9244589628419763,seq,ss_iupred_short
auc,acc,0.9784610617239725,0.9505540942197575,seq,ss_iupred_short
auc,acc,0.9755338114846875,0.9509529281054441,seq,ss
auc,acc,0.9603948871683433,0.9193785788219206,seq,ss_iupred_long
auc,acc,0.9661369662517841,0.925494031735782,seq,iupred_short
auc,acc,0.9635211439417188,0.9193405946423314,seq,
auc,acc,0.9754874017643251,0.9423400153835927,seq,ss_iupred_long
auc,acc,0.96140010727293,0.9252091503888631,seq,
auc,acc,0.9653953983381481,0.9256364724092415,seq,iupred_long
auc,acc,0.9774706101784072,0.941874709183625,seq,ss_iupred_long
auc,acc,0.9651889847128533,0.9263106915969499,seq,ss_iupred_short
auc,acc,0.9780658209475362,0.939595658408273,seq,ss
auc,acc,0.9615585720594547,0.9136809518835405,seq,ss_iupred_long
auc,acc,0.9665189091525255,0.9266145650336635,seq,iupred_long
auc,acc,0.9598962933160454,0.9206605448830562,seq,
auc,acc,0.9788187450591549,0.9470880378322428,seq,ss
auc,acc,0.9791308828346152,0.9413809148489654,seq,ss
auc,acc,0.9656376625532459,0.9208219776463104,seq,iupred_short
auc,acc,0.967713487786536,0.9215151889238132,seq,ss_iupred_short
auc,acc,0.9773389960974989,0.938047803090013,seq,ss_iupred_short
auc,acc,0.9659413573182247,0.9219899911686782,seq,ss_iupred_long
auc,acc,0.9768395072216803,0.9472779587301888,seq,ss
auc,acc,0.9628771067545356,0.9232624611849165,seq,ss
auc,acc,0.9778253051816849,0.9428622978529443,seq,ss_iupred_long
auc,acc,0.9763626529136948,0.9376869533839156,seq,ss_iupred_long
auc,acc,0.966117220717894,0.9175078579771525,seq,
auc,acc,0.9593170708606303,0.9395006979592999,seq,iupred_short
auc,acc,0.9759559620087715,0.9437169418937013,seq,ss_iupred_long
auc,acc,0.9777532993988721,0.9512283134074658,seq,ss
auc,acc,0.9754282832467169,0.9471070299220374,seq,ss_iupred_long
auc,acc,0.9754324363168759,0.934220896996401,seq,ss
auc,acc,0.9768857465252704,0.9477812491097458,seq,ss
auc,acc,0.9696656360665399,0.9271273514581176,seq,iupred_short
auc,acc,0.9659583211673203,0.9182010692546554,seq,iupred_short
auc,acc,0.9681308210176085,0.9292449694702156,seq,iupred_long
auc,acc,0.9582868357208562,0.9137094400182324,seq,ss
auc,acc,0.9677242750340347,0.9298052361191563,seq,iupred_long
auc,acc,0.9665547919470727,0.9226737064012839,seq,iupred_long
auc,acc,0.9777024199283645,0.9364049873227801,seq,iupred_long
auc,acc,0.9602861907886455,0.9319703343557408,seq,ss
auc,acc,0.9769992440956077,0.9450843723589125,seq,ss_iupred_short
auc,acc,0.9675483512504697,0.9258358893520848,seq,iupred_long
auc,acc,0.9784719710811272,0.9414853713428357,seq,ss
auc,acc,0.9759476424498099,0.9350280608126715,seq,ss_iupred_short
auc,acc,0.9784165963650516,0.9444196492161014,seq,ss_iupred_long
auc,acc,0.9683030493067573,0.9205086081646994,seq,iupred_short
auc,acc,0.9742831442627681,0.9427388492692793,seq,
auc,acc,0.9667840441035817,0.9250382215807116,seq,iupred_short
auc,acc,0.9677323731853787,0.9259403458459552,seq,iupred_short
auc,acc,0.9679051261434879,0.9149819100344706,seq,iupred_short
auc,acc,0.9697691501661231,0.9287986553600426,seq,iupred_long
auc,acc,0.9789996511850462,0.9427103611345874,seq,iupred_long
auc,acc,0.9584652620814315,0.926282203462258,seq,
auc,acc,0.9793936561044178,0.9430237306161984,seq,ss_iupred_long
auc,acc,0.9654265886330682,0.9365854121758288,seq,iupred_long
auc,acc,0.9653247196591765,0.9281909084866153,seq,ss_iupred_short
auc,acc,0.9766662953459642,0.9421121103060576,seq,ss
auc,acc,0.9784336487771942,0.9430617147957876,seq,ss
auc,acc,0.9629817627806796,0.864330006552271,seq,ss_iupred_short
auc,acc,0.9746326690627105,0.9402603815510839,seq,ss_iupred_short
auc,acc,0.9665577775952485,0.933176332057698,seq,iupred_long
auc,acc,0.9671196926842945,0.9384941172001862,seq,ss_iupred_short
auc,acc,0.9763455817154515,0.9297387638048753,seq,ss_iupred_long
auc,acc,0.9769568156867677,0.9436029893549337,seq,iupred_short
auc,acc,0.9663536276951097,0.9385985736940564,seq,
auc,acc,0.9748503248275182,0.9434985328610633,seq,ss_iupred_long
auc,acc,0.9789597360881315,0.9402034052817002,seq,ss_iupred_long
auc,acc,0.9758449200501925,0.9438119023426743,seq,
auc,acc,0.9635307610835057,0.9174413856628714,seq,
auc,acc,0.9741705175623931,0.9488543021831407,seq,ss
auc,acc,0.9789347988810764,0.9507155269830115,seq,ss
auc,acc,0.962239060991669,0.9223413448298784,seq,ss
auc,acc,0.9758720096076627,0.9452837893017558,seq,ss_iupred_long
auc,acc,0.9651930089640348,0.9124084818673023,seq,
auc,acc,0.9786355362940411,0.9436599656243174,seq,ss_iupred_short
auc,acc,0.9774128107134534,0.9444481373507934,seq,ss_iupred_long
auc,acc,0.9768312171837344,0.9482465553097135,seq,ss_iupred_short
auc,acc,0.9761165066850366,0.9456921192323398,seq,iupred_long
auc,acc,0.9774279482851707,0.9423874956080792,seq,ss
auc,acc,0.9748467192380135,0.9436409735345229,seq,ss_iupred_long
auc,acc,0.9752941598794764,0.942852801808047,seq,
